"OrderDate","OrderId","ProductCode","Quantity"
"4/1/2009","530653","065","1"
"4/1/2009","530654","015","3"
"4/1/2009","530654","039","1"
"4/1/2009","530654","047","1"
"4/1/2009","530654","065","1"
"4/1/2009","530654","068","1"
"4/1/2009","530654","028","1"
"4/1/2009","530657","022","5"
"4/1/2009","530657","028","13"
"4/1/2009","530657","038","5"
"4/1/2009","530657","067","3"
"4/1/2009","530658","028","3"
"4/1/2009","530658","038","2"
"4/1/2009","530658","067","2"
"4/1/2009","530659","063","2"
"4/1/2009","530659","022","6"
"4/1/2009","530660","022","1"
"4/1/2009","530660","028","1"
"4/1/2009","530660","038","1"
"4/1/2009","530662","022","4"
"4/1/2009","530662","028","1"
"4/1/2009","530663","015","1"
"4/1/2009","530663","048","1"
"4/1/2009","530663","068","1"
"4/1/2009","530663","051","1"
"4/1/2009","530663","038","1"
"4/1/2009","530665","015","1"
"4/1/2009","530665","054","1"
"4/1/2009","530665","073","1"
"4/1/2009","530665","027","1"
"4/1/2009","530666","015","1"
"4/1/2009","530666","073","1"
"4/1/2009","530666","036","1"
"4/1/2009","530667","022","5"
"4/1/2009","530667","028","10"
"4/1/2009","530668","022","3"
"4/1/2009","530668","028","1"
"4/1/2009","530668","038","1"
"4/1/2009","530668","066","1"
"4/1/2009","530669","034","3"
"4/1/2009","530669","039","1"
"4/1/2009","530669","072","1"
"4/1/2009","530669","036","1"
"4/1/2009","530669","067","1"
"4/1/2009","530669","028","2"
"4/1/2009","530671","025","1"
"4/1/2009","530671","028","2"
"4/1/2009","530672","028","1"
"4/1/2009","530675","028","2"
"4/1/2009","530675","050","1"
"4/1/2009","530677","051","1"
"4/1/2009","530678","028","1"
"4/1/2009","530680","022","1"
"4/1/2009","530681","037","1"
"4/1/2009","530681","039","1"
"4/1/2009","530681","048","2"
"4/1/2009","530681","028","2"
"4/1/2009","530681","067","2"
"4/1/2009","530683","028","1"
"4/1/2009","530688","028","2"
"4/1/2009","530690","048","1"
"4/1/2009","530690","028","1"
"4/1/2009","530693","028","1"
"4/1/2009","530696","034","1"
"4/1/2009","530696","037","1"
"4/1/2009","530696","036","1"
"4/1/2009","530697","077","1"
"4/1/2009","530698","028","1"
"4/1/2009","530700","022","1"
"4/1/2009","530700","028","1"
"4/1/2009","530701","073","1"
"4/1/2009","530701","028","1"
"4/1/2009","530701","067","1"
"4/1/2009","530702","028","1"
"4/1/2009","530704","055","1"
"4/1/2009","530707","022","2"
"4/1/2009","530708","022","1"
"4/1/2009","530709","015","1"
"4/1/2009","530709","077","1"
"4/1/2009","530709","072","1"
"4/1/2009","530709","027","1"
"4/1/2009","530710","038","1"
"4/1/2009","530710","022","1"
"4/1/2009","530713","048","1"
"4/1/2009","530713","067","1"
"4/1/2009","530716","054","1"
"4/1/2009","530716","065","1"
"4/1/2009","530716","028","1"
"4/1/2009","530717","061","1"
"4/1/2009","530718","028","2"
"4/1/2009","530721","022","2"
"4/1/2009","530721","028","2"
"4/1/2009","530722","028","3"
"4/1/2009","530723","015","3"
"4/1/2009","530723","065","1"
"4/1/2009","530723","027","1"
"4/1/2009","530723","022","3"
"4/1/2009","530723","028","6"
"4/1/2009","530725","037","1"
"4/1/2009","530725","039","1"
"4/1/2009","530729","048","1"
"4/1/2009","530729","068","1"
"4/1/2009","530729","043","1"
"4/1/2009","530730","022","1"
"4/1/2009","530731","015","1"
"4/1/2009","530731","027","1"
"4/1/2009","530732","015","2"
"4/1/2009","530732","019","1"
"4/1/2009","530733","067","1"
"4/1/2009","530734","047","1"
"4/1/2009","530734","022","1"
"4/1/2009","530735","073","1"
"4/1/2009","530735","028","1"
"4/1/2009","530737","025","1"
"4/1/2009","530738","022","2"
"4/1/2009","530738","028","2"
"4/1/2009","530738","067","2"
"4/1/2009","530742","034","1"
"4/1/2009","530742","054","1"
"4/1/2009","530742","068","1"
"4/1/2009","530742","027","1"
"4/1/2009","530742","022","1"
"4/1/2009","530743","026","1"
"4/1/2009","530743","022","1"
"4/1/2009","530743","028","1"
"4/1/2009","530743","015","1"
"4/1/2009","530746","071","1"
"4/1/2009","530751","015","3"
"4/1/2009","530751","039","1"
"4/1/2009","530751","068","1"
"4/1/2009","530753","022","1"
"4/1/2009","530754","065","1"
"4/1/2009","530754","028","2"
"4/1/2009","530757","062","1"
"4/1/2009","530757","063","1"
"4/1/2009","530758","036","1"
"4/1/2009","530759","022","1"
"4/1/2009","530759","028","1"
"4/1/2009","530760","022","1"
"4/1/2009","530761","022","2"
"4/1/2009","530761","028","2"
"4/1/2009","530762","048","1"
"4/1/2009","530762","068","1"
"4/1/2009","530762","061","1"
"4/1/2009","530763","015","2"
"4/1/2009","530769","048","1"
"4/1/2009","530770","028","2"
"4/1/2009","530771","025","1"
"4/1/2009","530772","028","1"
"4/1/2009","530773","025","2"
"4/1/2009","530774","028","4"
"4/1/2009","530775","022","3"
"4/1/2009","530775","028","2"
"4/1/2009","530775","067","1"
"4/1/2009","530776","077","1"
"4/1/2009","530776","039","1"
"4/1/2009","530776","048","2"
"4/1/2009","530776","022","1"
"4/1/2009","530776","028","1"
"4/1/2009","530781","027","1"
"4/1/2009","530782","048","1"
"4/1/2009","530782","028","1"
"4/1/2009","530785","015","1"
"4/1/2009","530785","048","2"
"4/1/2009","530785","043","1"
"4/1/2009","530785","022","5"
"4/1/2009","530785","028","3"
"4/1/2009","530785","067","1"
"4/1/2009","530786","048","1"
"4/1/2009","530786","065","1"
"4/1/2009","530786","022","1"
"4/1/2009","530786","038","1"
"4/1/2009","530787","034","1"
"4/1/2009","530787","039","1"
"4/1/2009","530787","048","2"
"4/1/2009","530787","072","1"
"4/1/2009","530787","022","2"
"4/1/2009","530787","038","1"
"4/1/2009","530788","022","1"
"4/1/2009","530789","015","3"
"4/1/2009","530789","022","1"
"4/1/2009","530789","038","1"
"4/1/2009","530789","067","1"
"4/1/2009","530790","034","2"
"4/1/2009","530790","077","5"
"4/1/2009","530790","039","2"
"4/1/2009","530790","054","5"
"4/1/2009","530790","073","1"
"4/1/2009","530790","026","1"
"4/1/2009","530790","043","1"
"4/1/2009","530790","052","1"
"4/1/2009","530791","028","4"
"4/1/2009","530792","022","2"
"4/1/2009","530794","047","1"
"4/1/2009","530794","022","1"
"4/1/2009","530794","028","1"
"4/1/2009","530795","048","3"
"4/1/2009","530797","028","1"
"4/1/2009","530798","022","2"
"4/1/2009","530798","028","1"
"4/1/2009","530798","038","1"
"4/1/2009","530800","022","1"
"4/1/2009","530800","028","3"
"4/1/2009","530801","039","1"
"4/1/2009","530801","022","2"
"4/1/2009","530801","038","1"
"4/1/2009","530802","025","1"
"4/1/2009","530802","014","1"
"4/1/2009","530802","022","1"
"4/1/2009","530802","028","1"
"4/1/2009","530803","028","1"
"4/1/2009","530804","022","1"
"4/1/2009","530804","028","1"
"4/1/2009","530805","034","1"
"4/1/2009","530805","039","1"
"4/1/2009","530805","073","1"
"4/1/2009","530805","036","1"
"4/1/2009","530805","061","1"
"4/1/2009","530805","028","1"
"4/1/2009","530806","047","1"
"4/1/2009","530806","067","1"
"4/1/2009","530808","022","1"
"4/1/2009","530809","061","1"
"4/1/2009","530809","028","5"
"4/1/2009","530810","039","1"
"4/1/2009","530810","022","2"
"4/1/2009","530810","028","2"
"4/1/2009","530811","037","1"
"4/1/2009","530811","039","1"
"4/1/2009","530811","027","1"
"4/1/2009","530812","036","2"
"4/1/2009","530816","015","3"
"4/1/2009","530816","048","3"
"4/1/2009","530816","043","1"
"4/1/2009","530816","051","1"
"4/1/2009","530816","067","1"
"4/1/2009","530816","022","3"
"4/1/2009","530816","038","2"
"4/1/2009","530818","015","1"
"4/1/2009","530818","039","1"
"4/1/2009","530818","028","4"
"4/1/2009","530819","022","1"
"4/1/2009","530820","034","1"
"4/1/2009","530820","068","1"
"4/1/2009","530821","054","1"
"4/1/2009","530821","068","1"
"4/1/2009","530821","043","1"
"4/1/2009","530822","067","1"
"4/1/2009","530823","028","1"
"4/1/2009","530824","034","1"
"4/1/2009","530824","048","1"
"4/1/2009","530824","067","1"
"4/1/2009","530826","015","2"
"4/1/2009","530826","073","1"
"4/1/2009","530837","022","1"
"4/1/2009","530838","015","3"
"4/1/2009","530838","039","1"
"4/1/2009","530838","065","1"
"4/1/2009","530839","015","2"
"4/1/2009","530839","039","1"
"4/1/2009","530839","073","1"
"4/1/2009","530839","027","1"
"4/1/2009","530839","069","1"
"4/1/2009","530840","015","1"
"4/1/2009","530842","068","1"
"4/1/2009","530845","034","3"
"4/1/2009","530845","039","1"
"4/1/2009","530845","054","1"
"4/1/2009","530845","065","1"
"4/1/2009","530845","073","1"
"4/1/2009","530845","027","1"
"4/1/2009","530845","028","3"
"4/1/2009","530846","022","1"
"4/1/2009","530847","015","2"
"4/1/2009","530847","039","1"
"4/1/2009","530847","065","1"
"4/1/2009","530847","073","1"
"4/1/2009","530847","028","1"
"4/1/2009","530848","028","2"
"4/1/2009","530848","067","2"
"4/1/2009","530851","015","3"
"4/1/2009","530851","048","1"
"4/1/2009","530851","054","1"
"4/1/2009","530851","072","1"
"4/1/2009","530851","027","1"
"4/1/2009","530852","037","1"
"4/1/2009","530854","036","1"
"4/1/2009","530855","034","2"
"4/1/2009","530855","054","1"
"4/1/2009","530855","073","1"
"4/1/2009","530855","027","1"
"4/1/2009","530855","036","1"
"4/1/2009","530858","034","1"
"4/1/2009","530859","014","2"
"4/1/2009","530859","028","2"
"4/1/2009","530860","044","1"
"4/1/2009","530867","028","1"
"4/1/2009","530869","022","2"
"4/1/2009","530869","028","6"
"4/1/2009","530870","048","2"
"4/1/2009","530870","022","2"
"4/1/2009","530874","014","1"
"4/1/2009","530875","034","1"
"4/1/2009","530875","048","1"
"4/1/2009","530876","073","1"
"4/1/2009","530877","027","1"
"4/1/2009","530877","028","2"
"4/1/2009","530878","028","1"
"4/1/2009","530884","034","3"
"4/1/2009","530885","045","1"
"4/1/2009","530885","046","1"
"4/1/2009","530885","052","1"
"4/1/2009","530885","022","1"
"4/1/2009","530886","034","1"
"4/1/2009","530886","054","1"
"4/1/2009","530886","068","1"
"4/1/2009","530886","027","1"
"4/1/2009","530886","036","1"
"4/1/2009","530886","057","1"
"4/1/2009","530886","028","8"
"4/1/2009","530890","014","1"
"4/1/2009","530890","038","4"
"4/1/2009","530891","028","3"
"4/1/2009","530893","044","1"
"4/1/2009","530894","022","1"
"4/1/2009","530894","028","4"
"4/1/2009","530895","021","1"
"4/1/2009","530895","022","2"
"4/1/2009","530896","043","1"
"4/1/2009","530896","044","1"
"4/1/2009","530896","061","1"
"4/1/2009","530896","069","1"
"4/1/2009","530896","022","5"
"4/1/2009","530896","028","1"
"4/1/2009","530896","038","1"
"4/1/2009","530896","067","1"
"4/1/2009","530900","028","2"
"4/1/2009","530901","028","8"
"4/1/2009","530902","022","1"
"4/1/2009","530902","028","1"
"4/1/2009","530903","021","1"
"4/1/2009","530903","046","1"
"4/1/2009","530904","028","1"
"4/1/2009","530905","015","1"
"4/1/2009","530905","061","1"
"4/1/2009","530905","022","1"
"4/1/2009","530905","028","1"
